stop_id,stop_name
104531,ASCH LOOP/ADLER PL
104532,ASCH LOOP/ADLER PL
104533,MARCONI ST/WATERS PL
104534,MARCONI ST/LA FITNESS
104536,MARCONI ST/911 CALL CENTER
104537,MARCONI ST/HUTCHINSON METRO CENTER
104538,MARCONI ST/LA FITNESS
104539,WATERS ST/MARCONI ST
104540,MARCONI ST/HUTCHINSON METRO CENTER
104545,PELHAM PKWY/ESPLANADE AV
104554,WEBSTER AV/CLAREMONT PKWY
104556,WEBSTER AV/E 180 ST
104557,WEBSTER AV/EAST FORDHAM RD
104561,WEBSTER AV/EAST FORDHAM RD
104562,WEBSTER AV/E 180 ST
104569,EDWARD L GRANT HWY/UNIVERSITY AV
104570,BRUCKNER BLVD/SAINT JOSEPHS WAY
104577,BROADWAY/KIMBERLY PL
104578,W 230 ST/TIBETT AV
104598,3 AV/CROSS BRONX EXPWY
104599,3 AV/E 173 ST
104600,3 AV/E 173 ST
104605,FOOD CENTER DR/FULTON FISH MARKET
104619,HUTCHINSON RIVER PKWY/BOLLER AV
104644,BRUCKNER BLVD/BRONX RIVER AV
104657,E 180 ST/MORRIS PARK AV
104664,E 180 ST/MORRIS PARK AV
104666,E 180 ST/BOSTON RD
104676,WILLIAMSBRIDGE RD/HALPERIN AV
104678,UNIVERSITY AV/1910 UNIVERSITY AV
150006,BOSTON RD/ADEE AV
150007,BOSTON RD/ARNOW AV
150008,BOSTON RD/ARNOW AV
150015,BOSTON RD/HOLLAND AV
150016,BOSTON RD/HOLLAND AV
150017,BOSTON RD/HONE AV
150018,BOSTON RD/LACONIA AV
150019,BOSTON RD/BURKE AV
150020,BOSTON RD/MATTHEWS AV
150022,BOSTON RD/THWAITES PL
150118,SEDGWICK AV/WEBB AV
150119,SEDGWICK AV/WEBB AV
150138,BRUCKNER BLVD/WILKINSON  AV
150139,BRUCKNER BLVD/WILKINSON AV
150166,CO-OP CITY BLVD/DREISER LOOP
400268,W 155 ST/EDGECOMBE AV
400414,SAINT NICHOLAS AV/W 163 ST
400459,BROADWAY/W 168 ST
400461,SAINT NICHOLAS AV/W 164 ST
400796,BROADWAY/W 171 ST
400798,BROADWAY/W 175 ST
400808,BROADWAY/W 178 ST
400809,BROADWAY/W 176 ST
400811,BROADWAY/W 172 ST
400892,W 157 ST/EDWARD M MORGAN PL
401444,AMSTERDAM AV/W 125 ST
401447,AMSTERDAM AV/W 131 ST
401458,AMSTERDAM AV/W 131 ST
401459,AMSTERDAM AV/W 129 ST
402510,W 125 ST/SAINT NICHOLAS AV
402517,AMSTERDAM AV/W 135 ST
402518,AMSTERDAM AV/W 138 ST
402520,AMSTERDAM AV/W 143 ST
402523,AMSTERDAM AV/W 149 ST
402526,AMSTERDAM AV/W 155 ST
402538,BROADWAY/W 181 ST
402543,BROADWAY/FAIRVIEW AV
402544,BROADWAY/W 193 ST
402545,BROADWAY/W 196 ST
402546,BROADWAY/SHERMAN AV
402549,BROADWAY/DYCKMAN ST
402551,BROADWAY/W 204 ST
402555,BROADWAY/W 215 ST
402556,BROADWAY/W 218 ST
402607,BROADWAY/W 218 ST
402608,BROADWAY/W 215 ST
402611,BROADWAY/ISHAM ST
402612,BROADWAY/W 204 ST
402617,BROADWAY/SHERMAN AV
402619,BROADWAY/BENNETT AV
402620,BROADWAY/W 192 ST
402623,BROADWAY/W 187 ST
402624,BROADWAY/W 185 ST
402626,BROADWAY/W 181 ST
402638,AMSTERDAM AV/W 158 ST
402639,AMSTERDAM AV/W 156 ST
402641,AMSTERDAM AV/W 152 ST
402643,AMSTERDAM AV/W 148 ST
402644,AMSTERDAM AV/W 145 ST
402645,AMSTERDAM AV/W 143 ST
402647,AMSTERDAM AV/W 138 ST
402653,W 125 ST/AMSTERDAM AV
403295,BROADWAY/W 190 ST
403485,BROADWAY/W 220 ST
403652,W 181 ST/AMSTERDAM AV
403653,W 181 ST/SAINT NICHOLAS AV
403656,W 181 ST/SAINT NICHOLAS AV
403658,W 181 ST/AMSTERDAM AV
403667,W 178 ST/FORT WASHINGTON AV
403669,BROADWAY/179 ST
403670,W 179 ST/BROADWAY
403681,W 145 ST/BROADWAY
403682,W 145 ST/AMSTERDAM AV
403684,W 145 ST/SAINT NICHOLAS AV
403686,W 145 ST/FREDERICK DOUGLASS BLVD
403687,W 145 ST/ADAM C POWELL BLVD
403688,W 145 ST/MALCOLM X BLVD
403689,W 145 ST/MALCOLM X BLVD
403690,W 145 ST/ADAM C POWELL BLVD
403691,W 145 ST/FREDERICK DOUGLASS BLVD
403693,W 145 ST/SAINT NICHOLAS AV
403694,W 145 ST/CONVENT AV
403695,W 145 ST/AMSTERDAM AV
403696,W 145 ST/BROADWAY
403697,W 155 ST/BROADWAY
403698,W 155 ST/AMSTERDAM AV
403702,W 155 ST/EDGECOMBE AV
403703,W 155 ST/AMSTERDAM AV
403704,W 155 ST/BROADWAY
403711,E 135 ST/MADISON AV
403712,W 135 ST/5 AV
403713,W 135 ST/MALCOLM X BLVD
403716,W 135 ST/SAINT NICHOLAS AV
403717,W 135 ST/SAINT NICHOLAS AV
403720,W 135 ST/MALCOLM X BLVD
403721,W 135 ST/5 AV
403722,E 135 ST/MADISON AV
403728,RIVERSIDE DR WEST/157-10 RIVERSIDE DR
403783,WADSWORTH AV/W 181 ST
403790,RIVERSIDE DR/W 156 ST
403813,BROADWAY/RIVERSIDE DR
403950,W 145 ST/RIVERSIDE DR
404022,W 145 ST/RIVERSIDE DR
404026,BROADWAY/W 178 ST
404028,BROADWAY/W 220 ST
404066,SAINT NICHOLAS AV/W 167 ST
404113,W 135 ST/ADAM C POWELL BLVD
404114,W 135 ST/ADAM C POWELL BLVD
404140,SAINT NICHOLAS AV/W 167 ST
404144,BROADWAY/W 207 ST
404165,W 207 ST/10 AV
404170,W 207 ST/10 AV
404249,BROADWAY/W 207 ST
404250,BROADWAY/W 207 ST
404270,BROADWAY/W 220 ST
404324,WADSWORTH AV/W 181 ST
404330,W 181 ST/WADSWORTH AV
404360,RIVERSIDE DR/W 160 ST
404361,EDWARD M MORGAN PL/W 157 ST
404835,BROADWAY/ISHAM ST
404839,BROADWAY/DONGAN PL
404849,W 179 ST/BROADWAY
404853,AMSTERDAM AV/W 161 ST
404949,AMSTERDAM AV/W 161 ST
405005,BROADWAY/W 187 ST
405073,AMSTERDAM AV/W 158 ST
405074,AMSTERDAM AV/W 152 ST
405078,AMSTERDAM AV/W 135 ST
405427,DYCKMAN ST/BROADWAY
405428,DYCKMAN ST/SHERMAN AV
405429,DYCKMAN ST/FORT GEORGE HILL
405430,10 AV/HARLEM RIVER DR
405431,10 AV/W 202 ST
405432,10 AV/W 207 ST
405433,10 AV/SHERMAN AV
405434,10 AV/W 215 ST
405435,10 AV/W 214 ST
405436,10 AV/W 211 ST
405437,10 AV/W 207 ST
405439,10 AV/W 202 ST
405440,DYCKMAN ST/10 AV
405442,DYCKMAN ST/SHERMAN AV
405589,DYCKMAN ST/NAGLE AV
802008,BAINBRIDGE AV/E 206 ST
802009,E 241 ST/CRANFORD AV
802021,BAINBRIDGE AV/E 206 ST
802024,BAY PLAZA BLVD/BARTOW AV
802025,BAY PLAZA BLVD/J C PENNY
802031,179 ST/BROADWAY
802060,LANE AV/BENSON AV
802062,VALENTINE AV/FORDHAM RD
802065,TREMONT AV/LANE AV
802079,CROTONA AV/TREMONT AV
802080,CROTONA AV/TREMONT AV
802088,E 161 ST/SHERMAN AV
802089,HALLECK ST/SPOFFORD AV
802091,PROSPECT AV/WESTCHESTER AV
802102,WALNUT AV/E 133 ST
802104,E 233 ST/WEBSTER  AV
802110,E 163 ST/INTERVALE AV
802111,HALLECK ST/SPOFFORD AV
802117,E 161 ST/RIVER AV
802118,RESEARCH AV/AMPERE AV
802125,BAY PLAZA BLVD/BARTOW AV
802131,WHITE PLAINS RD/EAST GUN HILL RD
802137,HUGH GRANT CIRCLE/CROSS BRONX EXPWY SERVICE RD
802139,WHITE PLAINS RD/STORY AV
802141,WHITE PLAINS RD/STORY AV
802146,E 161 ST/SHERMAN AV
802148,E 148 ST/BERGEN AV
802149,RIVER AV/E 157 ST
802150,RIVER AV/E 151 ST
802151,MARCONI ST /911 CALL  CENTER
802156,RIVER AV/E 157 ST
802158,WESTCHESTER AV/BRUCKNER BLVD
802159,CHARLES CRIMI RD/SUBWAY OVERPASS
802161,WEBSTER AV/EAST TREMONT AV
802164,pelhambruck sb rp
802165,E 170 ST/GRAND CONCOURSE
802166,ASCH LOOP/ADLER PL
802167,Parking Ramp/Access Rd
802168,PARKING RAMP/ACCESS RD
802169,CHARLES CIMI PL/WILKINSON AV
802173,3 AV/149 ST
802179,W 170 ST/EDWARD L GRANT HWY
802180,EDWARD L GRANT HWY/W 170 St
802185,W 168 ST/OGDEN AV
802186,UNIVERSITY AV/ W 175 ST
802187,BERGEN AV/E 149 ST
802188,BROADWAY/W 184 ST
802189,W 170 ST/PLAZA DR
803006,BROADWAY/W 179 ST
803011,W 179 ST/BROADWAY
803061,W 205 ST/PAUL AV
803062,RIVERSIDE DR WEST/157-10 RIVERSIDE DR
803194,RIVERBANK STATE PARK RDWY/RIVERBANK STATE PARK
803195,RIVERBANK STATE PARK RDWY/RIVERBANK STATE PARK
902004,WESTCHESTER AV/BENSON ST
902015,WESTCHESTER AV/VIRGINIA AV
902016,UNION AV/HOME ST
902023,WESTCHESTER AV/EAST TREMONT AV
902030,SOUTHERN BLVD/BOTANICAL GARDENS
902058,MALL/BAY PLAZA
902062,HUNTS POINT AV/BRUCKNER BLVD
902079,macombs/bridge ap
902097,UNDERCLIFF AV/W 176 ST
902100,FOOD CENTER DR/TERMINAL
902102,E 163 ST/ 3 AV
902103,BROADWAY/ISHAM ST-W 211 ST
902109,charles crimi pl/overpass4
902118,WEBSTER AV/CLAREMONT PKWY
902119,WEBSTER AV/E 170 ST
902120,WEBSTER AV/E 170 ST
902121,SOUNDVIEW AV/CORNELL AV
902122,SOUNDVIEW AV/SOUNDVIEW FERRY
902123,SOUNDVIEW AV/SOUNDVIEW FERRY
902124,E 180 ST/BOSTON RD
902128,WEST FARMS RD/HOE AV
902137,KENNELLWORTH PL/SPENCER DR
902139,BOSTON RD/GUN HILL RD
902141,BOSTON RD/BRONXWOOD AV
902151,WHITE PLAINS RD/PELHAM PKWY
902159,WEST FARMS RD/JENNINGS ST
902161,JENNINGS ST/BRYANT AV
902162,BRYANT AV/HOME ST
902169,E 170 ST/GRAND CONCOURSE
902170,E 170 ST/GRAND CONCOURSE
902172,W 168 ST/OGDEN AV
902173,SEDGWICK AV/DEPOT PL
902181,EAST KINGSBRIDGE RD/MORRIS AV
902196,MACOMBS RD/W 174 ST
902197,WHITE PLAINS RD/BIRCHALL AV
902198,WHITE PLAINS RD/E 236 ST
902199,WHITE PLAINS RD/E 236 ST
902201,W 167 ST/W 168 ST
902202,W 168 ST/W 167 ST
902203,RIVERDALE AV/W 231 ST
902209,pelham py/connector-w
902210,EASTCHESTER RD/SACKETT AV
902211,EAST GUN HILL RD/SEYMOUR AV
902212,WESTCHESTER AV/BRUCKNER BLVD
902214,E 163 ST/SIMPSON ST
902215,E 163 ST/SOUTHERN BLVD
902217,BAYCHESTER AV/DONIZETTI PL
902222,EAST GUN HILL RD/TRYON AV
902223,EAST GUN HILL RD/HULL AV
902225,RANDALL AV/THROGS NECK EXPWY
902226,INDEPENDENCE AV/W 237 ST
902239,EAST FORDHAM RD/VALENTINE AV
902244,W 145 ST/CONVENT AV
903252,EAST TREMONT AV/WEBSTER AV
903253,EAST TREMONT AV/SOUTHERN BLVD
903254,EAST TREMONT AV/E 177 ST
903255,EAST TREMONT AV/BOSTON RD
903256,EAST TREMONT AV/CROTONA PKWY
903257,EAST TREMONT AV/WEBSTER AV
903272,W 178 ST/FORT WASHINGTON AV
903274,BROADWAY/W 179 ST
903278,AMSTERDAM AV/W 145 ST
903326,SAINT NICHOLAS AV/W 124 ST
904048,TREMONT AV/LANE AV
904049,TREMONT AV/LANE AV
300000,ORIENTAL BLVD/MACKENZIE ST
300002,ORIENTAL BLVD/JAFFRAY ST
300003,ORIENTAL BLVD/HASTINGS ST
300004,ORIENTAL BLVD/FALMOUTH ST
300006,ORIENTAL BLVD/DOVER ST
300007,ORIENTAL BLVD/BEAUMONT ST
300008,ORIENTAL BLVD/WEST END AV
300009,BRIGHTON BEACH AV/CORBIN PL
300010,BRIGHTON BEACH AV/BRIGHTON 14 ST
300011,BRIGHTON BEACH AV/BRIGHTON 12 ST
300012,BRIGHTON BEACH AV/CONEY ISLAND AV
300013,BRIGHTON BEACH AV/BRIGHTON 5 ST
300014,BRIGHTON BEACH AV/BRIGHTON 3 ST
300016,BRIGHTON BEACH AV/OCEAN PKWY
300017,OCEAN PKWY/OCEAN VIEW AV
300018,OCEAN PKWY/NEPTUNE AV
300019,OCEAN PKWY/WEST AV
300020,OCEAN PKWY/SHORE PKWY
300022,AVENUE X/E 2 ST
300023,AVENUE X/WEST ST
300025,AVENUE X/McDONALD AV
300026,86 ST/VAN SICKLEN ST
300028,86 ST/W 9 ST
300030,86 ST/AVENUE U
300031,86 ST/STILLWELL AV
300032,86 ST/25 AV
300033,86 ST/24 AV
300034,86 ST/23 AV
300035,86 ST/BAY PKWY
300036,86 ST/21 AV
300037,86 ST/20 AV
300038,86 ST/19 AV
300040,86 ST/18 AV
300041,86 ST/17 AV
300042,86 ST/16 AV
300043,86 ST/15 AV
300044,86 ST/14 AV
300045,86 ST/13 AV
300046,13 AV/84 ST
300047,13 AV/82 ST
300048,13 AV/79 ST
300049,13 AV/77 ST
300050,13 AV/BAY RIDGE PKWY
300051,13 AV/73 ST
300052,13 AV/71 ST
300053,BAY RIDGE AV/13 AV
300054,BAY RIDGE AV/12 AV
300055,BAY RIDGE AV/11 AV
300056,BAY RIDGE AV/10 AV
300057,BAY RIDGE AV/FORT HAMILTON PKWY
300060,OVINGTON AV/6 AV
300061,BAY RIDGE AV/6 AV
300062,BAY RIDGE AV/5 AV
300063,BAY RIDGE AV/4 AV
300064,BAY RIDGE AV/3 AV
300065,BAY RIDGE AV/RIDGE BLVD
300066,BAY RIDGE AV/COLONIAL RD
300067,NARROWS AV/BAY RIDGE AV
300068,NARROWS AV/MACKAY PL
300071,BAY RIDGE AV/SHORE RD
300073,BAY RIDGE AV/COLONIAL RD
300074,BAY RIDGE AV/RIDGE BLVD
300075,BAY RIDGE AV/3 AV
300076,BAY RIDGE AV/4 AV
300077,BAY RIDGE AV/5 AV
300078,BAY RIDGE AV/6 AV
300079,BAY RIDGE AV/7 AV
300080,BAY RIDGE AV/7 AV
300082,BAY RIDGE AV/FORT HAMILTON PKWY
300084,BAY RIDGE AV/11 AV
300085,BAY RIDGE AV/12 AV
300086,BAY RIDGE AV/13 AV
300087,13 AV/71 ST
300088,13 AV/73 ST
300089,13 AV/BAY RIDGE PKWY
300090,13 AV/77 ST
300091,13 AV/79 ST
300092,13 AV/82 ST
300093,13 AV/85 ST
300094,86 ST/13 AV
300095,86 ST/14 AV
300096,86 ST/15 AV
300097,86 ST/16 AV
300098,86 ST/17 AV
300099,86 ST/18 AV
300100,86 ST/19 AV
300101,86 ST/20 AV
300102,86 ST/21 AV
300103,86 ST/BAY PKWY
300104,86 ST/23 AV
300105,86 ST/24 AV
300106,86 ST/25 AV
300107,86 ST/AVENUE U
300109,86 ST/AVENUE V
300110,86 ST/W 8 ST
300111,86 ST/AVENUE W
300113,AVENUE X/W 1 ST
300114,AVENUE X/E 1 ST
300115,AVENUE X/E 3 ST
300116,AVENUE X/OCEAN PKWY
300117,OCEAN PKWY/SHORE PKWY
300118,OCEAN PKWY/WEST AV
300119,OCEAN PKWY/NEPTUNE AV
300120,OCEAN PKWY/OCEAN VIEW AV
300122,BRIGHTON BEACH AV/BRIGHTON 1 PL
300123,BRIGHTON BEACH AV/BRIGHTON 3 ST
300124,BRIGHTON BEACH AV/BRIGHTON 6 ST
300126,BRIGHTON BEACH AV/BRIGHTON 12 ST
300127,BRIGHTON BEACH AV/BRIGHTON 14 ST
300128,CORBIN PL/BRIGHTON BEACH AV
300129,ORIENTAL BLVD/WEST END AV
300130,ORIENTAL BLVD/BEAUMONT ST
300131,ORIENTAL BLVD/DOVER ST
300132,ORIENTAL BLVD/OCEAN AV
300135,ORIENTAL BLVD/KENSINGTON ST
300136,ORIENTAL BLVD/MACKENZIE ST
300137,E 16 ST/QUENTIN RD
300138,E 16 ST/AVENUE R
300139,AVENUE R/E 18 ST
300140,AVENUE R/OCEAN AV
300143,AVENUE R/BEDFORD AV
300146,AVENUE R/NOSTRAND AV
300147,AVENUE R/GERRITSEN AV
300148,AVENUE R/STUART ST
300150,AVENUE R/E 31 ST
300151,AVENUE R/E 33 ST
300152,AVENUE R/E 35 ST
300153,AVENUE R/E 36 ST
300154,E 36 ST/FILLMORE AV
300155,E 36 ST/AVENUE S
300157,AVENUE S/RYDER ST
300158,AVENUE S/COLEMAN ST
300159,AVENUE S/FLATBUSH AV
300163,FLATBUSH AV/AVENUE T
300164,AVENUE S/FLATBUSH AV
300165,AVENUE S/KIMBALL ST
300166,AVENUE S/E 38 ST
300168,E 36 ST/FILLMORE AV
300169,E 36 ST/AVENUE R
300170,AVENUE R/E 34 ST
300171,AVENUE R/E 32 ST
300172,AVENUE R/MARINE PKWY
300173,AVENUE R/BURNETT ST
300174,AVENUE R/GERRITSEN AV
300175,AVENUE R/NOSTRAND AV
300178,AVENUE R/BEDFORD AV
300181,AVENUE R/OCEAN AV
300182,QUENTIN RD/E 19 ST
300183,QUENTIN RD/E 16 ST
300184,25 AV/HARWAY AV
300185,25 AV/BATH AV
300186,25 AV/BENSON AV
300187,25 AV/84 ST
300188,25 AV/86 ST
300189,STILLWELL AV/85 ST
300190,AVENUE U/W 12 ST
300191,AVENUE U/W 11 ST
300194,AVENUE U/W 5 ST
300195,AVENUE U/McDONALD AV
300196,AVENUE U/E 1 ST
300197,AVENUE U/E 4 ST
300198,AVENUE U/OCEAN PKWY
300199,AVENUE U/E 8 ST
300200,AVENUE U/CONEY ISLAND AV
300201,AVENUE U/E 13 ST
300202,AVENUE U/E 15 ST
300203,AVENUE U/E 18 ST
300205,AVENUE U/E 23 ST
300206,AVENUE U/BEDFORD AV
300207,AVENUE U/E 28 ST
300208,AVENUE U/NOSTRAND AV
300209,AVENUE U/BROWN ST
300210,AVENUE U/FORD ST
300211,AVENUE U/BRAGG ST
300212,AVENUE U/GERRITSEN AV
300213,AVENUE U/BURNETT ST
300214,AVENUE U/E 33 ST
300215,AVENUE U/E 35 ST
300216,AVENUE U/E 37 ST
300218,AVENUE U/COLEMAN ST
300219,AVENUE U/HENDRICKSON ST
300220,AVENUE U/FLATBUSH AV
300222,AVENUE U/E 56 ST
300223,AVENUE U/E 57 ST
300224,AVENUE U/E 59 ST
300225,AVENUE U/MILL AV
300226,AVENUE U/E 64 ST
300227,AVENUE U/E 66 ST
300228,AVENUE U/E 69 ST
300229,AVENUE U/E 71 ST
300240,AVENUE U/E 71 ST
300241,AVENUE U/E 69 ST
300242,AVENUE U/E 66 ST
300244,AVENUE U/MILL AV
300245,AVENUE U/E 59 ST
300246,AVENUE U/E 57 ST
300247,AVENUE U/E 56 ST
300249,AVENUE U/FLATBUSH AV
300250,AVENUE U/HENDRICKSON ST
300251,AVENUE U/KIMBALL ST
300252,AVENUE U/E 37 ST
300253,AVENUE U/E 35 ST
300254,AVENUE U/E 33 ST
300255,AVENUE U/STUART ST
300256,AVENUE U/GERRITSEN AV
300257,AVENUE U/COYLE ST
300258,AVENUE U/BATCHELDER ST
300259,AVENUE U/NOSTRAND AV
300260,AVENUE U/E 27 ST
300261,AVENUE U/BEDFORD AV
300262,AVENUE U/E 23 ST
300263,AVENUE U/OCEAN AV
300264,AVENUE U/E 18 ST
300265,AVENUE U/E 16 ST
300266,AVENUE U/E 13 ST
300267,AVENUE U/CONEY ISLAND AV
300268,AVENUE U/E 8 ST
300270,AVENUE U/E 5 ST
300271,AVENUE U/E 2 ST
300273,AVENUE U/McDONALD AV
300274,AVENUE U/VAN SICKLEN ST
300275,AVENUE U/W 5 ST
300276,AVENUE U/W 8 ST
300277,AVENUE U/W 10 ST
300278,AVENUE U/W 12 ST
300280,25 AV/86 ST
300281,25 AV/BENSON AV
300282,25 AV/BATH AV
300283,25 AV/HARWAY AV
300284,NARROWS AV/77 ST
300285,77 ST/COLONIAL RD
300286,77 ST/RIDGE BLVD
300287,77 ST/3 AV
300288,4 AV/77 ST
300289,BAY RIDGE PKWY/4 AV
300290,BAY RIDGE PKWY/5 AV
300291,BAY RIDGE PKWY/6 AV
300292,BAY RIDGE PKWY/7 AV
300293,BAY RIDGE PKWY/FORT HAMILTON PKWY
300294,BAY RIDGE PKWY/10 AV
300295,BAY RIDGE PKWY/11 AV
300296,BAY RIDGE PKWY/12 AV
300297,BAY RIDGE PKWY/13 AV
300298,BAY RIDGE PKWY/14 AV
300299,BAY RIDGE PKWY/15 AV
300300,BAY RIDGE PKWY/NEW UTRECHT AV
300301,BAY RIDGE PKWY/17 AV
300302,BAY RIDGE PKWY/18 AV
300303,BAY RIDGE PKWY/19 AV
300304,BAY RIDGE PKWY/20 AV
300305,BAY RIDGE PKWY/21 AV
300306,STILLWELL AV/BAY PKWY
300307,STILLWELL AV/KINGS HWY
300308,STILLWELL AV/23 AV
300309,STILLWELL AV/80 ST
300310,STILLWELL AV/82 ST
300311,STILLWELL AV/25 AV
300319,SHELL RD/AVENUE Y
300320,AVENUE Z/SHELL RD
300322,AVENUE Z/WEST ST
300323,AVENUE Z/OCEAN PKWY
300326,NEPTUNE AV/OCEAN PKWY
300328,NEPTUNE AV/BRIGHTON 6 ST
300329,NEPTUNE AV/CONEY ISLAND AV
300332,SHEEPSHEAD BAY RD/EMMONS AV
300334,VOORHIES AV/E 14 ST
300335,E 14 ST/SHEEPSHEAD BAY RD
300338,AVENUE Z/E 19 ST
300339,OCEAN AV/VOORHIES AV
300347,NOSTRAND AV/SHORE PKWY
300350,KNAPP ST/HARKNESS AV
300351,KNAPP ST/SHORE PKWY
300356,EMMONS AV/E 28 ST
300357,EMMONS AV/E 26 ST
300358,EMMONS AV/DOOLEY ST
300361,AVENUE Z/OCEAN AV
300362,AVENUE Z/E 18 ST
300363,E 16 ST/SHEEPSHEAD BAY RD
300364,SHEEPSHEAD BAY RD/VOORHIES AV
300366,SHEEPSHEAD BAY RD/EMMONS AV
300368,EMMONS AV/E 14 ST
300369,NEPTUNE AV/E 12 ST
300370,NEPTUNE AV/CONEY ISLAND AV
300372,NEPTUNE AV/BRIGHTON 6 ST
300373,NEPTUNE AV/BRIGHTON 4 ST
300374,NEPTUNE AV/OCEAN PKWY
300377,AVENUE Z/OCEAN PKWY
300378,AVENUE Z/WEST ST
300379,AVENUE Z/W 2 ST
300380,AVENUE Z/SHELL RD
300381,SHELL RD/BOUCK CT
300388,STILLWELL AV/AVENUE S
300389,STILLWELL AV/HIGHLAWN AV
300390,STILLWELL AV/QUENTIN RD
300391,STILLWELL AV/KINGS HWY
300393,BAY RIDGE PKWY/BAY PKWY
300394,BAY RIDGE PKWY/21 AV
300395,BAY RIDGE PKWY/20 AV
300396,BAY RIDGE PKWY/19 AV
300397,BAY RIDGE PKWY/18 AV
300398,BAY RIDGE PKWY/17 AV
300399,BAY RIDGE PKWY/NEW UTRECHT AV
300400,BAY RIDGE PKWY/15 AV
300401,BAY RIDGE PKWY/14 AV
300402,BAY RIDGE PKWY/13 AV
300403,BAY RIDGE PKWY/12 AV
300404,BAY RIDGE PKWY/11 AV
300405,BAY RIDGE PKWY/10 AV
300406,BAY RIDGE PKWY/FORT HAMILTON PKWY
300407,BAY RIDGE PKWY/7 AV
300408,BAY RIDGE PKWY/6 AV
300409,BAY RIDGE PKWY/5 AV
300410,4 AV/BAY RIDGE PKWY
300411,4 AV/77 ST
300412,78 ST/4 AV
300413,78 ST/3 AV
300414,78 ST/RIDGE BLVD
300415,78 ST/COLONIAL RD
300418,CROPSEY AV/BAY 49 ST
300419,CROPSEY AV/BAY 46 ST
300420,CROPSEY AV/BAY 44 ST
300421,CROPSEY AV/26 AV
300422,CROPSEY AV/25 AV
300424,CROPSEY AV/23 AV
300427,BAY PKWY/BATH AV
300428,BAY PKWY/BENSON AV
300429,BAY PKWY/86 ST
300431,BAY PKWY/80 ST
300432,BAY PKWY/78 ST
300433,KINGS HWY/STILLWELL AV
300434,KINGS HWY/W 11 ST
300437,KINGS HWY/W 5 ST
300438,KINGS HWY/W 3 ST
300440,KINGS HWY/MCDONALD AV
300441,KINGS HWY/E 3 ST
300442,KINGS HWY/OCEAN PKWY
300443,KINGS HWY/E 7 ST
300445,KINGS HWY/CONEY ISLAND AV
300446,KINGS HWY/E 13 ST
300447,KINGS HWY/E 16 ST
300448,KINGS HWY/E 18 ST
300449,KINGS HWY/OCEAN AV
300450,KINGS HWY/E 22 ST
300451,KINGS HWY/BEDFORD AV
300452,KINGS HWY/E 27 ST
300453,KINGS HWY/E 29 ST
300455,KINGS HWY/AVENUE N
300456,KINGS HWY/NEW YORK AV
300458,KINGS HWY/E 37 ST
300461,KINGS HWY/E 37 ST
300464,KINGS HWY/AVENUE N
300465,KINGS HWY/NOSTRAND AV
300466,KINGS HWY/E 28 ST
300469,KINGS HWY/E 22 ST
300470,AVENUE P/OCEAN AV
300471,E 18 ST/AVENUE P
300472,KINGS HWY/E 16 ST
300473,KINGS HWY/E 13 ST
300474,KINGS HWY/CONEY ISLAND AV
300475,KINGS HWY/E 8 ST
300476,KINGS HWY/OCEAN PKWY
300477,KINGS HWY/E 4 ST
300478,KINGS HWY/McDONALD AV
300480,KINGS HWY/W 2 ST
300481,KINGS HWY/W 4 ST
300482,KINGS HWY/W 6 ST
300486,KINGS HWY/STILLWELL AV
300488,BAY PKWY/79 ST
300489,BAY PKWY/80 ST
300490,BAY PKWY/83 ST
300491,BAY PKWY/86 ST
300492,BAY PKWY/BENSON AV
300493,BAY PKWY/BATH AV
300495,CROPSEY AV/BAY PKWY
300496,CROPSEY AV/23 AV
300497,CROPSEY AV/24 AV
300499,CROPSEY AV/25 AV
300500,CROPSEY AV/26 AV
300501,CROPSEY AV/BAY 44 ST
300502,CROPSEY AV/BAY 46 ST
300503,CROPSEY AV/BAY 49 ST
300505,CROPSEY AV/BAY 37 ST
300515,BAY PKWY/STILLWELL AV
300516,BAY PKWY/W 12 ST
300517,BAY PKWY/W 10 ST
300519,BAY PKWY/64 ST
300520,BAY PKWY/62 ST
300521,BAY PKWY/60 ST
300522,BAY PKWY/McDONALD AV
300523,BAY PKWY/E 3 ST
300524,AVENUE J/E 5 ST
300525,AVENUE J/OCEAN PKWY
300526,AVENUE J/E 8 ST
300527,AVENUE J/CONEY ISLAND AV
300529,AVENUE J/E 16 ST
300530,AVENUE J/E 18 ST
300532,AVENUE J/E 22 ST
300534,BEDFORD AV/AVENUE J
300535,BEDFORD AV/AVENUE I
300536,BEDFORD AV/CAMPUS RD
300538,GLENWOOD RD/BEDFORD AV
300540,GLENWOOD RD/FLATBUSH AV
300541,GLENWOOD RD/NOSTRAND AV
300542,GLENWOOD RD/E 32 ST
300543,GLENWOOD RD/E 34 ST
300544,GLENWOOD RD/BROOKLYN AV
300545,GLENWOOD RD/E 38 ST
300547,AVENUE H/ALBANY AV
300548,AVENUE H/E 43 ST
300549,AVENUE H/E 45 ST
300550,AVENUE H/E 48 ST
300551,AVENUE H/UTICA AV
300552,AVENUE H/E 52 ST
300553,AVENUE H/E 54 ST
300557,RALPH AV/FARRAGUT RD
300559,RALPH AV/GLENWOOD RD
300560,FLATLANDS AV/RALPH AV
300563,FLATLANDS AV/E 80 ST
300564,FLATLANDS AV/E 82 ST
300565,FLATLANDS AV/E 84 ST
300566,FLATLANDS AV/E 86 ST
